Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-08-31,61.29,61.658,61.067,61.555,2252900,0.0,0.0
2017-09-01,61.796,61.89,61.401,61.444,1707300,0.0,0.0
2017-09-05,61.427,61.701,60.672,60.989,2033900,0.0,0.0
2017-09-06,61.392,61.435,61.006,61.187,1700400,0.0,0.0
2017-09-07,61.315,61.35,60.586,61.178,1439300,0.0,0.0
2017-09-08,61.075,62.122,60.981,61.881,1775600,0.0,0.0
2017-09-11,62.353,62.945,62.173,62.919,2186500,0.0,0.0
2017-09-12,63.048,64.034,63.014,63.992,2482900,0.0,0.0
2017-09-13,63.94,64.292,63.648,64.275,2137300,0.0,0.0
2017-09-14,64.129,64.952,63.811,64.867,2481100,0.0,0.0
2017-09-15,64.841,66.033,64.523,65.973,4901300,0.0,0.0
2017-09-18,66.05,66.942,65.647,66.822,2832500,0.0,0.0
2017-09-19,66.685,66.797,66.016,66.076,3215300,0.0,0.0
2017-09-20,66.239,67.088,66.153,66.711,2482000,0.0,0.0
2017-09-21,66.651,67.123,66.616,66.96,1784000,0.0,0.0
2017-09-22,66.9,67.346,66.642,66.994,1624900,0.0,0.0
2017-09-25,67.028,67.105,65.956,66.522,2669600,0.0,0.0
2017-09-26,66.565,66.608,66.067,66.145,1855700,0.0,0.0
2017-09-27,66.428,66.574,65.887,66.153,2015300,0.0,0.0
2017-09-28,65.913,66.025,64.704,65.27,3048100,0.0,0.0
2017-09-29,65.15,65.999,64.952,65.87,2236300,0.0,0.0
2017-10-02,66.007,66.548,65.527,66.514,1755400,0.0,0.0
2017-10-03,66.634,66.702,66.265,66.436,2017700,0.0,0.0
2017-10-04,66.351,67.071,66.059,66.96,2209400,0.0,0.0
2017-10-05,66.874,67.123,66.556,66.737,2032900,0.0,0.0
2017-10-06,66.591,67.097,66.419,66.694,2281200,0.0,0.0
2017-10-09,66.702,67.011,66.316,66.634,1368700,0.0,0.0
2017-10-10,66.874,67.02,66.393,66.891,1612800,0.0,0.0
2017-10-11,66.865,67.483,66.677,67.363,2390600,0.0,0.0
2017-10-12,67.388,67.903,67.174,67.526,2504000,0.0,0.0
2017-10-13,67.869,67.929,67.311,67.363,1942800,0.0,0.0
2017-10-16,67.612,68.032,67.354,67.963,1400500,0.0,0.0
2017-10-17,66.762,67.277,65.707,66.968,3535700,0.0,0.0
2017-10-18,67.045,67.431,66.857,66.882,2249400,0.0,0.0
2017-10-19,66.368,67.071,66.342,66.925,2168500,0.0,0.0
2017-10-20,67.311,67.8,67.071,67.706,2559800,0.0,0.0
2017-10-23,67.792,67.843,67.277,67.32,2196900,0.0,0.0
2017-10-24,67.697,68.744,67.689,68.263,3107900,0.0,0.0
2017-10-25,68.143,68.358,67.191,67.749,2311200,0.0,0.0
2017-10-26,68.195,68.572,67.937,68.195,1642700,0.0,0.0
2017-10-27,68.169,68.615,67.886,68.426,1987600,0.0,0.0
2017-10-30,68.323,68.993,67.92,67.963,3740800,0.0,0.0
2017-10-31,66.857,69.91,66.582,68.641,4955400,0.0,0.0
2017-11-01,69.379,70.631,69.31,69.919,3680500,0.0,0.0
2017-11-02,70.04,70.291,68.554,68.597,3227100,0.6,0.0
2017-11-03,68.398,68.476,66.609,67.491,4477300,0.0,0.0
2017-11-06,67.491,67.957,67.093,67.672,2239800,0.0,0.0
2017-11-07,67.75,68.251,67.543,67.983,1454300,0.0,0.0
2017-11-08,67.759,68.45,67.352,68.312,2281800,0.0,0.0
2017-11-09,68.026,68.692,67.231,67.283,2957100,0.0,0.0
2017-11-10,67.318,67.473,66.955,67.335,1380400,0.0,0.0
2017-11-13,67.145,67.543,66.981,67.352,1393600,0.0,0.0
2017-11-14,66.964,67.119,66.445,66.445,1844800,0.0,0.0
2017-11-15,66.082,66.194,65.33,65.564,2029900,0.0,0.0
2017-11-16,65.797,66.367,65.797,66.056,1824800,0.0,0.0
2017-11-17,65.667,65.676,65.175,65.365,2965300,0.0,0.0
2017-11-20,65.555,65.659,65.244,65.408,2933700,0.0,0.0
2017-11-21,65.754,65.961,65.529,65.935,1801800,0.0,0.0
2017-11-22,65.961,66.255,65.832,65.866,995300,0.0,0.0
2017-11-24,65.996,65.996,65.529,65.607,698900,0.0,0.0
2017-11-27,65.624,65.719,65.27,65.27,1493900,0.0,0.0
2017-11-28,65.391,66.575,65.296,66.411,2029100,0.0,0.0
2017-11-29,66.557,66.791,65.987,66.402,1839600,0.0,0.0
2017-11-30,66.523,67.396,66.471,67.214,2725300,0.0,0.0
2017-12-01,67.396,67.767,66.022,67.145,2264000,0.0,0.0
2017-12-04,67.672,67.931,66.022,66.03,2329200,0.0,0.0
2017-12-05,65.996,66.212,64.76,64.769,3000600,0.0,0.0
2017-12-06,65.685,65.901,64.725,65.495,3000800,0.0,0.0
2017-12-07,65.374,66.946,65.348,66.765,3538500,0.0,0.0
2017-12-08,66.964,67.283,66.549,66.791,2363700,0.0,0.0
2017-12-11,67.067,67.499,66.635,67.206,3755100,0.0,0.0
2017-12-12,67.266,67.793,67.171,67.197,2189300,0.0,0.0
2017-12-13,67.37,67.828,67.007,67.033,2148100,0.0,0.0
2017-12-14,67.119,67.206,66.03,66.056,1719700,0.0,0.0
2017-12-15,66.203,67.214,66.177,66.791,3503700,0.0,0.0
2017-12-18,67.499,67.776,66.523,66.592,2747400,0.0,0.0
2017-12-19,66.773,66.817,66.315,66.419,1930800,0.0,0.0
2017-12-20,66.851,67.007,66.549,66.67,2318300,0.0,0.0
2017-12-21,66.955,67.733,66.678,67.491,2076900,0.0,0.0
2017-12-22,67.646,67.646,66.981,66.981,1362100,0.0,0.0
2017-12-26,67.059,67.154,66.722,66.817,676300,0.0,0.0
2017-12-27,66.886,67.128,66.549,66.903,1135500,0.0,0.0
2017-12-28,67.033,67.568,66.912,67.543,1083200,0.0,0.0
2017-12-29,68.191,68.83,67.888,68.277,3245900,0.0,0.0
2018-01-02,68.467,68.718,66.989,68.147,2814900,0.0,0.0
2018-01-03,68.493,70.576,68.147,70.55,4255900,0.0,0.0
2018-01-04,70.593,70.852,69.53,69.798,3936400,0.0,0.0
2018-01-05,69.893,70.36,69.349,70.334,2398900,0.0,0.0
2018-01-08,70.317,71.12,69.997,70.887,1818200,0.0,0.0
2018-01-09,70.749,71.284,69.4,70.844,2216000,0.0,0.0
2018-01-10,70.576,71.449,70.273,71.267,2126800,0.0,0.0
2018-01-11,71.431,72.581,71.146,72.581,1897900,0.0,0.0
2018-01-12,72.728,72.892,72.131,72.797,2417500,0.0,0.0
2018-01-16,72.969,73.021,71.466,72.028,2198500,0.0,0.0
2018-01-17,72.149,72.581,71.967,72.244,1379400,0.0,0.0
2018-01-18,72.321,72.589,71.742,72.209,2001600,0.0,0.0
2018-01-19,72.503,72.944,72.2,72.546,3215000,0.0,0.0
2018-01-22,72.529,72.952,72.166,72.9,2413400,0.0,0.0
2018-01-23,72.555,73.73,72.442,73.557,2393700,0.0,0.0
2018-01-24,73.972,73.981,72.883,73.021,2862200,0.0,0.0
2018-01-25,73.531,74.032,72.529,73.644,2592200,0.0,0.0
2018-01-26,73.885,74.758,73.488,74.741,1863300,0.0,0.0
2018-01-29,74.499,75.026,73.773,73.963,1883800,0.0,0.0
2018-01-30,73.376,73.998,72.874,73.229,2478800,0.0,0.0
2018-01-31,73.739,73.911,72.097,72.563,2901000,0.0,0.0
2018-02-01,75.121,77.645,74.879,75.925,6112700,0.0,0.0
2018-02-02,75.285,75.527,73.367,73.531,6100300,0.0,0.0
2018-02-05,74.032,74.041,70.498,70.498,5528400,0.0,0.0
2018-02-06,69.34,71.967,68.701,71.449,4994500,0.0,0.0
2018-02-07,71.137,72.918,70.507,70.533,3908800,0.0,0.0
2018-02-08,70.697,71.129,68.614,68.623,3150900,0.0,0.0
2018-02-09,69.738,70.515,68.26,69.798,4925800,0.0,0.0
2018-02-12,70.386,71.354,70.204,70.878,2789800,0.0,0.0
2018-02-13,70.394,70.982,69.988,70.714,1332500,0.0,0.0
2018-02-14,70.204,71.604,70.014,71.44,2399600,0.0,0.0
2018-02-15,71.82,72.088,70.671,71.518,1516400,0.0,0.0
2018-02-16,71.431,72.511,71.034,71.544,2200200,0.0,0.0
2018-02-20,71.232,71.76,70.386,70.61,3344600,0.0,0.0
2018-02-21,70.619,71.423,70.221,70.481,2219300,0.0,0.0
2018-02-22,70.887,71.423,70.584,70.757,1778900,0.0,0.0
2018-02-23,71.293,71.431,70.489,71.051,2204900,0.0,0.0
2018-02-26,71.172,71.336,70.463,71.103,2854900,0.0,0.0
2018-02-27,71.025,71.811,70.8,70.826,2514800,0.0,0.0
2018-02-28,70.999,71.302,69.72,69.738,2323500,0.0,0.0
2018-03-01,70.083,70.61,68.45,68.778,3527400,0.0,0.0
2018-03-02,68.407,69.21,67.741,68.873,3251000,0.0,0.0
2018-03-05,68.424,69.409,67.75,69.323,2983500,0.0,0.0
2018-03-06,69.815,69.971,68.891,69.945,2658700,0.0,0.0
2018-03-07,69.124,70.161,68.934,70.023,2741700,0.0,0.0
2018-03-08,70.8,70.826,69.556,70.118,5636000,0.0,0.0
2018-03-09,70.632,72.453,70.318,72.435,3155000,0.66,0.0
2018-03-12,72.392,72.522,70.754,71.033,3666100,0.0,0.0
2018-03-13,71.189,72.026,70.693,70.815,2869600,0.0,0.0
2018-03-14,71.346,71.372,69.665,69.778,2395900,0.0,0.0
2018-03-15,69.917,70.292,69.595,69.935,2840700,0.0,0.0
2018-03-16,70.074,70.832,69.9,70.553,4651900,0.0,0.0
2018-03-19,70.353,70.562,69.543,70.1,1709100,0.0,0.0
2018-03-20,70.309,71.329,70.135,70.71,1783200,0.0,0.0
2018-03-21,70.858,71.529,70.51,70.989,1847300,0.0,0.0
2018-03-22,70.257,70.884,69.072,69.203,2650400,0.0,0.0
2018-03-23,69.421,69.421,68.035,68.114,3332200,0.0,0.0
2018-03-26,69.856,70.945,69.273,70.658,4143100,0.0,0.0
2018-03-27,70.78,71.094,69.003,69.447,3678000,0.0,0.0
2018-03-28,69.534,69.586,68.454,68.872,2858400,0.0,0.0
2018-03-29,69.36,70.266,69.046,69.621,2902700,0.0,0.0
2018-04-02,69.238,69.377,66.659,67.687,2401500,0.0,0.0
2018-04-03,67.957,68.201,66.554,67.835,4515400,0.0,0.0
2018-04-04,66.633,68.541,66.337,68.462,3064100,0.0,0.0
2018-04-05,69.107,69.281,68.497,69.046,2434600,0.0,0.0
2018-04-06,68.262,68.759,65.918,66.188,4025900,0.0,0.0
2018-04-09,66.842,67.234,66.023,66.154,2922000,0.0,0.0
2018-04-10,67.87,68.349,67.443,67.6,2786300,0.0,0.0
2018-04-11,66.999,67.53,66.755,67.234,2279900,0.0,0.0
2018-04-12,67.521,68.009,67.399,67.469,3177000,0.0,0.0
2018-04-13,68.009,68.253,67.068,67.312,3313400,0.0,0.0
2018-04-16,67.861,68.079,67.312,67.478,3675900,0.0,0.0
2018-04-17,68.157,68.584,67.809,67.913,2536300,0.0,0.0
2018-04-18,68.323,69.177,68.053,68.994,2337700,0.0,0.0
2018-04-19,68.959,69.412,68.445,68.959,3317100,0.0,0.0
2018-04-20,69.107,69.351,68.367,68.881,2259400,0.0,0.0
2018-04-23,69.037,69.377,68.245,68.419,2085900,0.0,0.0
2018-04-24,68.933,69.273,65.091,66.154,3013000,0.0,0.0
2018-04-25,65.988,67.025,65.178,66.851,2744200,0.0,0.0
2018-04-26,66.816,66.946,65.343,66.136,3276500,0.0,0.0
2018-04-27,65.91,66.415,65.57,66.345,3401900,0.0,0.0
2018-04-30,66.389,66.72,65.369,65.369,3824700,0.0,0.0
2018-05-01,64.803,65.065,63.035,64.35,6034200,0.0,0.0
2018-05-02,64.045,64.699,63.278,63.444,4618000,0.0,0.0
2018-05-03,63.233,64.675,62.969,64.244,4229500,0.66,0.0
2018-05-04,63.796,66.205,63.576,65.827,3871800,0.0,0.0
2018-05-07,65.95,66.003,65.132,65.677,6020100,0.0,0.0
2018-05-08,65.765,65.932,65.317,65.783,3044100,0.0,0.0
2018-05-09,66.038,66.574,65.695,66.521,1596100,0.0,0.0
2018-05-10,66.662,67.33,66.337,67.216,2775100,0.0,0.0
2018-05-11,67.216,67.981,66.873,67.233,2188800,0.0,0.0
2018-05-14,67.488,67.655,67.058,67.33,2042300,0.0,0.0
2018-05-15,66.978,67.532,66.847,67.462,2588200,0.0,0.0
2018-05-16,67.444,68.482,67.357,67.99,2174800,0.0,0.0
2018-05-17,67.91,68.623,67.805,68.288,1607100,0.0,0.0
2018-05-18,69.036,69.502,68.957,69.097,2587500,0.0,0.0
2018-05-21,69.616,70.574,69.519,70.24,3375500,0.0,0.0
2018-05-22,70.425,70.777,69.555,69.599,1734100,0.0,0.0
2018-05-23,69.212,69.546,68.842,69.458,2805600,0.0,0.0
2018-05-24,69.44,69.836,68.579,69.379,3276800,0.0,0.0
2018-05-25,68.895,69.141,68.447,68.816,1688400,0.0,0.0
2018-05-29,68.121,68.236,67.031,67.647,2014600,0.0,0.0
2018-05-30,68.086,68.763,67.77,68.5,1575400,0.0,0.0
2018-05-31,68.763,68.763,67.093,67.33,2802300,0.0,0.0
2018-06-01,67.893,68.095,67.559,67.611,2043600,0.0,0.0
2018-06-04,67.919,68.297,67.506,67.673,2188800,0.0,0.0
2018-06-05,67.937,69.968,67.866,69.853,5141400,0.0,0.0
2018-06-06,70.17,70.583,69.458,70.583,3051600,0.0,0.0
2018-06-07,70.671,70.856,70.258,70.636,2362200,0.0,0.0
2018-06-08,70.407,70.689,70.108,70.645,1681500,0.0,0.0
2018-06-11,70.706,71.163,70.302,71.049,2111500,0.0,0.0
2018-06-12,71.076,71.375,70.46,70.698,2133600,0.0,0.0
2018-06-13,70.741,70.891,70.346,70.381,2598600,0.0,0.0
2018-06-14,70.522,70.812,69.528,69.704,1620700,0.0,0.0
2018-06-15,69.396,69.686,68.526,69.678,3581000,0.0,0.0
2018-06-18,69.027,69.704,68.728,69.66,2707900,0.0,0.0
2018-06-19,68.869,68.869,68.165,68.763,2510900,0.0,0.0
2018-06-20,69.168,69.247,68.341,68.526,1723000,0.0,0.0
2018-06-21,68.262,68.262,66.952,67.137,4231700,0.0,0.0
2018-06-22,67.726,67.928,67.26,67.339,2342400,0.0,0.0
2018-06-25,67.119,67.427,66.319,66.767,3283900,0.0,0.0
2018-06-26,66.934,67.172,66.301,66.389,2615100,0.0,0.0
2018-06-27,66.697,67.559,66.161,66.17,3630600,0.0,0.0
2018-06-28,66.134,66.381,64.605,65.449,5594900,0.0,0.0
2018-06-29,65.827,66.468,65.624,65.712,3533800,0.0,0.0
2018-07-02,65.229,66.02,65.158,65.879,2660100,0.0,0.0
2018-07-03,66.627,67.4,66.187,66.337,1378100,0.0,0.0
2018-07-05,66.68,66.82,66.073,66.68,1565200,0.0,0.0
2018-07-06,66.548,67.128,66.134,66.838,1737000,0.0,0.0
2018-07-09,66.952,68.42,66.882,68.403,1565400,0.0,0.0
2018-07-10,69.08,69.159,68.473,68.851,2027400,0.0,0.0
2018-07-11,68.113,68.113,66.328,66.609,2856000,0.0,0.0
2018-07-12,67.735,68.341,66.899,67.585,1875900,0.0,0.0
2018-07-13,67.383,68.403,67.295,68.368,1431900,0.0,0.0
2018-07-16,68.526,68.543,67.822,67.998,1975700,0.0,0.0
2018-07-17,67.805,68.614,67.664,68.42,2431700,0.0,0.0
2018-07-18,68.508,69.423,68.35,68.904,1944300,0.0,0.0
2018-07-19,68.491,68.886,68.209,68.763,2152600,0.0,0.0
2018-07-20,68.403,68.587,68.077,68.262,2211800,0.0,0.0
2018-07-23,68.245,68.385,67.436,67.585,3315900,0.0,0.0
2018-07-24,68.297,68.948,67.779,68.095,3754400,0.0,0.0
2018-07-25,68.016,69.528,67.814,69.44,3136500,0.0,0.0
2018-07-26,69.405,70.601,69.405,70.302,3256400,0.0,0.0
2018-07-27,70.443,71.137,70.302,70.838,2096700,0.0,0.0
2018-07-30,71.216,71.647,70.064,70.214,2813000,0.0,0.0
2018-07-31,70.513,73.458,70.451,73.124,4753400,0.0,0.0
2018-08-01,73.168,73.529,72.377,72.421,3613800,0.0,0.0
